,FAQ_Titles,FAQ_Desc,FAQ_Urls
212,What if I have a problem with the goods or services purchased with a Barclays Visa debit card?,"If something’s not quite right with a purchase you made using your Barclays Visa debit card, we may be able to get you your money back.",https://www.barclays.co.uk/help/cards/debit-card/visa-debit-card-problem/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D210%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
213,Blind or visual impairment,"If you’re blind, have sight-impairment or difficulty reading, we can give you large-print, Braille and audio paperwork and other tools.",https://www.barclays.co.uk/accessibility/sight/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D210%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
214,How you can travel in the EU after Brexit,Find out what Brexit could mean for your travel plans with this summary of some of the key points.,https://www.barclays.co.uk/brexit/travel-after-brexit/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D210%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
215,What should I do if I’m having problems logging in to Online Banking?,See where to get tips on logging in to Barclays Online Banking with PINsentry or the number to call to get help.,https://www.barclays.co.uk/help/online-banking/login/problems/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D210%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
216,Switch bank account,"Switch to Barclays and take advantage of a number of benefits. Apply for an account and use our app to make money work for you. T&Cs apply, 18+.",https://www.barclays.co.uk/current-accounts/switch-bank-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D210%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
217,How to avoid scams and what to do if you’re a victim,Fraud and scams are often difficult to spot. We explain how to protect yourself and where to go for help if you become a victim.,https://www.barclays.co.uk/smart-investor/new-to-investing/reducing-unnecessary-risk/how-to-avoid-scams-and-what-to-do-if-youre-a-victim/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D210%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
218,How to avoid financial scams,Learn about some of the most common forms of financial fraud and what to do if you fall victim to one.,https://www.barclays.co.uk/smart-investor/new-to-investing/reducing-unnecessary-risk/how-to-avoid-financial-scams/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D210%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
219,Help with loans,,https://www.barclays.co.uk/help/contact-us/loans/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D210%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
220,Help with payments,,https://www.barclays.co.uk/help/contact-us/payments/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D220%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
221,Do you need an estate plan?,"Loss of privacy, children and the size of your estate are some of the key considerations Anthony Ward discusses in this article.",https://www.barclays.co.uk/wealth-management/news-and-insights/your-wealth/estate-plan/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D220%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
222,Do I need to renew my connection?,"We’ll stop sharing your data as soon as the permission expires. To avoid this, you should renew your permission before it expires.",https://www.barclays.co.uk/help/online-banking/open-banking/renew-data-share/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D220%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
223,What you need to know,Read our disclosures to help you understand the basics before choosing to invest.,https://www.barclays.co.uk/smart-investor/important-information/what-you-need-to-know/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D220%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
224,Savvy ways to save without noticing,Clever tweaks to your everyday financial habits could help boost your savings. Here are five ways to help you build your savings without really noticing.,https://www.barclays.co.uk/make-money-work-for-you/savvy-ways-to-save-without-noticing/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D220%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
225,Changes to our app,"If you use our banking app, you’ll probably notice we’ve made a few changes. Take a closer look at what’s new.",https://www.barclays.co.uk/wealth-management/banking-online/barclays-app/changes-to-our-app/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D220%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
226,App terms and conditions,App terms and conditions,https://www.barclays.co.uk/ways-to-bank/mobile-banking-app/august-2020-terms-conditions/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D220%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
227,App terms and conditions,App terms and conditions: November 2019,https://www.barclays.co.uk/ways-to-bank/mobile-banking-app/november-2019-terms-conditions/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D220%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
228,App terms and conditions,App terms and conditions: May 2019,https://www.barclays.co.uk/ways-to-bank/mobile-banking-app/july-2019-terms-conditions/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D220%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
229,App terms and conditions,App terms and conditions: February 2020,https://www.barclays.co.uk/ways-to-bank/mobile-banking-app/january-2020-terms-conditions/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D220%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
230,App terms and conditions,App terms and conditions July 2020,https://www.barclays.co.uk/ways-to-bank/mobile-banking-app/july-2020-terms-conditions/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D230%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
231,Appointeeship,An appointeeship lets someone manage someone else’s government benefits and claims.,https://www.barclays.co.uk/third-party-access/appointeeship/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D230%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
232,App terms and conditions,November 2020 terms and conditions,https://www.barclays.co.uk/ways-to-bank/mobile-banking-app/May-2021-terms-conditions/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D230%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
233,App terms and conditions,September 2020 terms and conditions,https://www.barclays.co.uk/ways-to-bank/mobile-banking-app/september-2020-terms-conditions/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D230%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
234,How to teach your children about money,Discover some fun ways to teach your children about money to help them develop good financial habits from an early age.,https://www.barclays.co.uk/money-management/guides/kids-pocket-money/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D230%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
235,App terms and conditions,App terms and conditions: April 2020,https://www.barclays.co.uk/ways-to-bank/mobile-banking-app/april-2020-terms-conditions/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D230%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
236,Coronavirus mortgage help,"If coronavirus has impacted your mortgage or a pending offer, find out what we can do to help you",https://www.barclays.co.uk/coronavirus/mortgages/help/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D230%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
237,Forces Help to Buy,"Apply for an interest-free loan of up to half your salary £25,000, to contribute to your solicitor and estate agent fees, and deposit.",https://www.barclays.co.uk/mortgages/help-to-buy/armed-forces/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D230%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
238,Coronavirus mortgage help,"If coronavirus has impacted your mortgage or a pending offer, find out what we can do to help you",https://www.barclays.co.uk/coronavirus/mortgages/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D230%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
239,Help to buy mortgages,Struggling to save a deposit? Help to Buy could suit you – while our Help to Buy ISA offers a bonus if you’re saving for a deposit on your first home.,https://www.barclays.co.uk/mortgages/help-to-buy/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D230%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
240,Help with mortgage payments,Worried about making your mortgage payments? We'll explain how we can help you.,https://www.barclays.co.uk/mortgages/existing-customer-centre/help-with-mortgage-payments/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D240%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
241,Help to Buy: ISA,Find out how to manage your Barclays Help to Buy: ISA online and how to claim your bonus from the government.,https://www.barclays.co.uk/savings/isas/help-to-buy-isa/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D240%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
242,Help with financial abuse,"If you’re experiencing any kind of abuse, your finances may be affected. We can help you protect your money and find more support.",https://www.barclays.co.uk/forms/financial-abuse/help/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D240%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
243,Do I need a business bank account?,Using a personal account for your business? Find out why it’s important to open a business bank account,https://www.barclays.co.uk/business-banking/business-insight/do-i-need-a-business-bank-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D240%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
244,What deposit do I need for a mortgage?,Barclays usually requires a mortgage deposit of 10%. Get details here.,https://www.barclays.co.uk/help/mortgages/affordability/deposit-amount/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D240%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
245,Do I need to register for Mobile PINsentry?,Find out if you need to register to use Mobile PINsentry in the Barclays Mobile Banking app.,https://www.barclays.co.uk/help/mobile-banking/pinsentry/register/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D240%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
246,Need to talk about the cost of living?,"If you’re struggling to stay on top of your finances at the moment, we’re here to help with a dedicated team if you need us",https://www.barclays.co.uk/forms/Cost-of-living/Call-back/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D240%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
247,Updating your business details,Help us stop financial crime and get the best business banking service by keeping your Barclays account details up to date.,https://www.barclays.co.uk/business-banking/important-information/updating-your-details/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D240%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
248,Student Additions Account,"Go for the student bank account with an overdraft of up to £3,000 and cashback offers with over 180 leading retailers.",https://www.barclays.co.uk/current-accounts/student-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D240%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
249,Why can't I access my SmartBusiness Dashboard after activating it?,"If you can’t access your Dashboard when logged in to Online Banking, your Dashboard may have been switched off or your business mandate may have changed.",https://www.barclays.co.uk/help/business/smartbusiness/access-problems/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D240%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
250,App terms and conditions,App terms and conditions: May 2019,https://www.barclays.co.uk/ways-to-bank/mobile-banking-app/may-2019-terms-conditions/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D250%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
251,Where can I find help and support during the coronavirus (COVID-19) situation?,,https://www.barclays.co.uk/help/coronavirus-help/how-do-i-find-support-for-coronavirus/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D250%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
252,Where can I find help and support during the coronavirus (COVID-19) situation?,,https://www.barclays.co.uk/help/cards/coronavirus-help/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D250%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
253,Why do you need to share my information with Apple?,This is so Siri can do things like choose from your payee list to pay someone. Find out where to get details about how Apple uses your information here.,https://www.barclays.co.uk/help/mobile-banking/Payments/apple-information-share/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D250%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
254,What you need to know about emerging markets,Investing in emerging markets can be a rollercoaster ride. We explain what you need to know.,https://www.barclays.co.uk/smart-investor/news-and-research/investment-strategies/what-you-need-to-know-about-emerging-markets/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D250%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
255,Five things you need to know about gold,"Gold is often perceived as a safe haven during turbulent times, although it can itself be very volatile. We look at five things you need to know.",https://www.barclays.co.uk/smart-investor/news-and-research/investing-insights/five-things-you-need-to-know-about-gold/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D250%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
256,We urgently need to reconfirm your company details,We need to reconfirm your company details to prevent financial crime.,https://www.barclays.co.uk/business-banking/important-information/reconfirming-limited-company-details/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D250%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
257,What do I need to open a bank account?,Applying for a Barclays Bank Account? Here's what you'll need to show us to prove your identity and address.,https://www.barclays.co.uk/current-accounts/what-do-i-need-to-open-a-bank-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D250%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
258,Six tips to help you save,"From earning extra cash to labelling your savings, our practical tips should help you make the most of your money",https://www.barclays.co.uk/current-accounts/student-saving-tips/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D250%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
259,What is London Help to Buy?,London Help to Buy can increase your deposit through an equity loan if you’re looking to buy a new-build home in London. Find out more here.,https://www.barclays.co.uk/help/mortgages/govt-schemes/london-help-to-buy/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D250%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
260,Help to Buy equity loans,"With a Help to Buy equity loan, you can add to your deposit on a new-build property, whether you’re a first-time buyer or moving home.",https://www.barclays.co.uk/mortgages/help-to-buy/equity-loans/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D260%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
